lizard,rep,uniID,status,relocation,year,ground,mesohabitat,Aspect.x,Slope.x,Elev.x,KDF.x,Shrub_Cov.x,NDVI.x,Solar.x,FID,x_utm,y_utm,long,lat,gender,mass,SVL_mm,tail,tail_mm,ID_heather,geometry,
480,511,37052,1,1441,2017,below,shrub,225,2.0248699,709,0.009782,0.0211765,0.230685,380809,9185,260921.5015,3888881.45,-119.623348,35.114425,m,23,89,tail whole,NA,NA,c(807756.265008643, 3890952.41131662)
480,5122,37052,1,1704,2017,above,open,225,2.0248699,709,0.009782,0.0211765,0.230685,380809,9185,260921.5015,3888881.45,-119.623348,35.114425,m,23,89,tail whole,NA,NA,c(807756.265008643, 3890952.41131662)
480,5101,37052,1,1311,2017,below,open,225,2.0248699,709,0.009782,0.0211765,0.230685,380809,9185,260921.5015,3888881.45,-119.623348,35.114425,m,23,89,tail whole,NA,NA,c(807756.265008643, 3890952.41131662)
i,509,37052,1,132,2016,above,shrub,225,2.0248699,709,0.009782,0.0211765,0.230685,380809,9185,260921.5015,3888881.45,-119.623348,35.114425,f,23.5,93,NA,NA,NA,c(807756.265008643, 3890952.41131662)
480,549,37384,1,1296,2017,below,open,225,3.5404799,710,0.0097184,0.0095637,0.244795,381160,1803,260921.5015,3888901.45,-119.623354,35.114605,m,23,89,tail whole,NA,NA,c(807755.040057644, 3890972.3662566)
480,551,37384,1,1717,2017,above,open,225,3.5404799,710,0.0097184,0.0095637,0.244795,381160,1803,260921.5015,3888901.45,-119.623354,35.114605,m,23,89,tail whole,NA,NA,c(807755.040057644, 3890972.3662566)
480,5521,37384,1,1743,2017,above,open,225,3.5404799,710,0.0097184,0.0095637,0.244795,381160,1803,260921.5015,3888901.45,-119.623354,35.114605,m,23,89,tail whole,NA,NA,c(807755.040057644, 3890972.3662566)
480,550,37384,1,1404,2017,below,open,225,3.5404799,710,0.0097184,0.0095637,0.244795,381160,1803,260921.5015,3888901.45,-119.623354,35.114605,m,23,89,tail whole,NA,NA,c(807755.040057644, 3890972.3662566)
176,8767,62950,0,NA,2018,below,shrub,225,2.0248699,746,0,0.0325596,0.199889,381893,568,260961.5015,3890441.45,-119.62336,35.128486,NA,NA,NA,NA,NA,NA,c(807702.208015828, 3892512.63913406)
47,87671,62950,0,NA,2018,below,open,225,2.0248699,746,0,0.0325596,0.199889,381893,568,260961.5015,3890441.45,-119.62336,35.128486,NA,NA,NA,NA,NA,NA,c(807702.208015828, 3892512.63913406)
r,5812,50333,0,NA,2016,below,shrub,161.5650024,2.2636399,728,0,0.0321954,0.219295,381977,4421,260941.5015,3889681.45,-119.62336,35.121636,f,25,89,NA,NA,NA,c(807728.011880202, 3891752.53536646)
480,605,37716,1,1760,2017,above,open,240.9450073,3.6817801,711,0.0091277,0.0438774,0.250511,380825,556,260921.5015,3888921.45,-119.62336,35.114785,m,23,89,tail whole,NA,NA,c(807753.815106025, 3890992.32119692)
740,648,38048,1,1577,2017,below,open,254.7449951,4.0760598,711,0.0082319,0.0198906,0.247643,380192,7999,260921.5015,3888941.45,-119.623365,35.114965,NA,NA,NA,NA,NA,NA,c(807752.68133155, 3891012.27923208)
l,8778,63282,0,NA,2016,below,shrub,180,4.2891502,747,0,0.0375151,0.204987,382838,88,260961.5015,3890461.45,-119.623366,35.128666,uk,NA,NA,NA,NA,NA,c(807700.982924112, 3892532.59410106)
540,7202,38380,1,1513,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
540,7114,38380,1,1200,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
540,715,38380,1,1309,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
540,713,38380,1,1297,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
540,714,38380,1,1300,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,7221,38380,1,1627,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,7241,38380,1,1660,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,712,38380,1,1295,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,7165,38380,1,1310,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,7171,38380,1,1366,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,723,38380,1,1646,2017,above,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,721,38380,1,1617,2017,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,719,38380,1,1488,2017,above,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
740,718,38380,1,1478,2017,above,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,NA,NA,NA,NA,NA,NA,c(807751.456378483, 3891032.23417307)
93,711,38380,0,1200,2018,below,open,270,3.5763299,712,0.0073758,0.0108821,0.241936,379883,1289,260921.5015,3888961.45,-119.623371,35.115145,m,38.95,112,regen,165,19,c(807751.456378483, 3891032.23417307)
13,805,38712,1,3114,2018,above,shrub,300.9639893,2.0871301,711,0.0066927,0.0278154,0.236301,379488,1856,260921.5015,3888981.45,-119.623377,35.115325,m,36.69,113,intact,205,24,c(807750.231424794, 3891052.18911439)
740,803,38712,1,1440,2017,below,open,300.9639893,2.0871301,711,0.0066927,0.0278154,0.236301,379488,1856,260921.5015,3888981.45,-119.623377,35.115325,NA,NA,NA,NA,NA,NA,c(807750.231424794, 3891052.18911439)
740,802,38712,1,1403,2017,below,shrub,300.9639893,2.0871301,711,0.0066927,0.0278154,0.236301,379488,1856,260921.5015,3888981.45,-119.623377,35.115325,NA,NA,NA,NA,NA,NA,c(807750.231424794, 3891052.18911439)
740,8043,38712,1,1573,2017,above,open,300.9639893,2.0871301,711,0.0066927,0.0278154,0.236301,379488,1856,260921.5015,3888981.45,-119.623377,35.115325,NA,NA,NA,NA,NA,NA,c(807750.231424794, 3891052.18911439)
13,898,39044,1,2154,2018,above,shrub,333.4349976,1.60105,711,0.0058358,0.0278749,0.239188,379417,9234,260921.5015,3889001.45,-119.623383,35.115506,m,36.69,113,intact,205,24,c(807749.002704417, 3891072.25502)
540,897,39044,1,1523,2017,above,open,333.4349976,1.60105,711,0.0058358,0.0278749,0.239188,379417,9234,260921.5015,3889001.45,-119.623383,35.115506,NA,NA,NA,NA,NA,NA,c(807749.002704417, 3891072.25502)
130,6387,51993,0,NA,2018,below,shrub,195.9450073,5.1996698,728,0,0.0052977,0.242266,382355,7165,260941.5015,3889781.45,-119.623389,35.122536,m,24.83,101,intact,210,30,c(807721.97793331, 3891852.31323374)
a,1084,39708,1,945,2016,above,shrub,270,2.8624101,710,0.0030878,0.0503566,0.228877,379905,1783,260921.5015,3889041.45,-119.623394,35.115866,m,24.5,95,NA,NA,NA,c(807746.643970661, 3891112.16799886)
k,6498,52325,0,NA,2016,below,shrub,201.0379944,4.9751902,730,0,0.0001467,0.240969,382444,8997,260941.5015,3889801.45,-119.623395,35.122717,m,29,104,NA,NA,NA,c(807720.749141277, 3891872.37915328)
47,6607,52657,0,NA,2018,below,shrub,225,4.0446901,731,0,5.85E-05,0.2378,381906,2706,260941.5015,3889821.45,-119.6234,35.122897,NA,NA,NA,NA,NA,NA,c(807719.615284227, 3891892.33720392)
ac,2413,40040,0,NA,2016,above,shrub,258.6900024,3.64697,710,0.0019235,0.015226,0.220591,380044,8125,260921.5015,3889061.45,-119.6234,35.116046,f,25,96,NA,NA,NA,c(807745.419014269, 3891132.12294154)
22,2609,40704,0,NA,2018,above,shrub,255.9640045,2.95035,711,0.0016641,0.12936,0.214285,380369,4112,260921.5015,3889101.45,-119.623412,35.116406,f,28.94,97,intact,190,27,c(807742.969099616, 3891172.03282791)
23,1498,41036,0,136,2018,above,shrub,243.4349976,3.1996,711,0.0023946,0.0489273,0.211901,380668,405,260921.5015,3889121.45,-119.623417,35.116587,f,14.2,108,intact,191,21,c(807741.831551176, 3891192.10183007)
a,14982,41036,1,136,2016,above,shrub,243.4349976,3.1996,711,0.0023946,0.0489273,0.211901,380668,405,260921.5015,3889121.45,-119.623417,35.116587,m,24.5,95,NA,NA,NA,c(807741.831551176, 3891192.10183007)
a,1499,41036,1,948,2016,above,open,243.4349976,3.1996,711,0.0023946,0.0489273,0.211901,380668,405,260921.5015,3889121.45,-119.623417,35.116587,m,24.5,95,NA,NA,NA,c(807741.831551176, 3891192.10183007)
b,7029,53985,0,NA,2016,below,shrub,257.7349854,8.3686199,737,0,0.0008964,0.20014,378869,6904,260941.5015,3889901.45,-119.623424,35.123617,f,27,102,NA,NA,NA,c(807714.71517345, 3891972.15703071)
a,16842,41700,1,131,2016,below,shrub,212.470993,4.65874,713,0.0034147,0.0498461,0.217022,381565,8889,260921.5015,3889161.45,-119.623429,35.116947,m,24.5,95,NA,NA,NA,c(807739.381632363, 3891232.01171848)
a,16861,41700,1,134,2016,below,open,212.470993,4.65874,713,0.0034147,0.0498461,0.217022,381565,8889,260921.5015,3889161.45,-119.623429,35.116947,m,24.5,95,NA,NA,NA,c(807739.381632363, 3891232.01171848)
a,16852,41700,1,133,2016,below,open,212.470993,4.65874,713,0.0034147,0.0498461,0.217022,381565,8889,260921.5015,3889161.45,-119.623429,35.116947,m,24.5,95,NA,NA,NA,c(807739.381632363, 3891232.01171848)
k,1684,41700,0,131,2016,below,shrub,212.470993,4.65874,713,0.0034147,0.0498461,0.217022,381565,8889,260921.5015,3889161.45,-119.623429,35.116947,m,29,104,NA,NA,NA,c(807739.381632363, 3891232.01171848)
a,17612,42032,1,143,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,17591,42032,1,141,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,17571,42032,1,138,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,1760,42032,1,142,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,1762,42032,1,144,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,17663,42032,1,148,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,17631,42032,1,145,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,1765,42032,1,147,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,17671,42032,1,149,2016,above,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,1770,42032,1,944,2016,above,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,1769,42032,1,151,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,1764,42032,1,146,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,1756,42032,1,137,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,1758,42032,1,140,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
a,17681,42032,1,150,2016,below,open,204.4440002,4.3187199,715,0.0033095,0.0219582,0.218347,381882,8832,260921.5015,3889181.45,-119.623435,35.117127,m,24.5,95,NA,NA,NA,c(807738.156672022, 3891251.96666319)
200,7418,55313,0,NA,2018,below,shrub,272.1210022,9.5848703,740,0,0.0047611,0.172109,376665,8530,260941.5015,3889981.45,-119.623447,35.124338,m,32.86,103,intact,213,10,c(807709.902453171, 3892052.09092174)
s,147,31407,0,NA,2016,above,shrub,206.5650024,1.60105,708,0.0013464,0.0005521,0.242818,381081,5544,260901.5015,3888541.45,-119.623469,35.111357,f,29.5,96,NA,NA,NA,c(807756.785664297, 3890611.59963225)
64,7788,56641,0,NA,2018,below,shrub,284.0360107,11.6485996,734,0,0.0700329,0.231911,371678,4171,260941.5015,3890061.45,-119.62347,35.125059,m,32.48,104,intact,190,8,c(807705.089721247, 3892132.02481819)
960,3732,44356,0,NA,2017,above,shrub,251.5650024,1.13226,718,0.0002295,0.0016334,0.244236,380844,489,260921.5015,3889321.45,-119.623475,35.118388,m,46.5,110,tail tipped,NA,NA,c(807729.760513843, 3891391.76843863)
12B,195,31739,0,NA,2018,above,shrub,210.9640045,2.0871301,708,0.0012036,0.0139357,0.24052,381102,8070,260901.5015,3888561.45,-119.623475,35.111537,m,28.76,94,intact,183,16,c(807755.560768941, 3890631.55456615)
640,3847,44688,0,NA,2017,above,shrub,225,2.5304899,718,0.0001353,0.0009794,0.236227,381384,4479,260921.5015,3889341.45,-119.623481,35.118568,f,32,98,"tail tipped possibly, two eggs",NA,NA,c(807728.535548108, 3891411.72338604)
93,8040,57637,0,NA,2018,below,shrub,225,2.0248699,733,0,0.0005984,0.200962,381300,790,260941.5015,3890121.45,-119.623487,35.125599,m,38.95,112,regen,165,19,c(807701.505781295, 3892191.89279476)
v,80401,57637,0,NA,2016,below,open,225,2.0248699,733,0,0.0005984,0.200962,381300,790,260941.5015,3890121.45,-119.623487,35.125599,m,33.5,93,NA,NA,NA,c(807701.505781295, 3892191.89279476)
23,38510,32735,0,NA,2018,below,open,243.4349976,1.60105,711,6.39E-05,0.0236482,0.249199,380833,9519,260901.5015,3888621.45,-119.623492,35.112078,f,14.2,108,intact,191,21,c(807751.973494506, 3890691.53342805)
m,385101,32735,0,NA,2016,below,open,243.4349976,1.60105,711,6.39E-05,0.0236482,0.249199,380833,9519,260901.5015,3888621.45,-119.623492,35.112078,m,NA,103,NA,NA,NA,c(807751.973494506, 3890691.53342805)
z,385102,32735,0,NA,2016,below,open,243.4349976,1.60105,711,6.39E-05,0.0236482,0.249199,380833,9519,260901.5015,3888621.45,-119.623492,35.112078,f,24,102,NA,NA,NA,c(807751.973494506, 3890691.53342805)
22,460,33067,0,NA,2018,above,shrub,315,2.5304899,711,5.16E-05,0.0115687,0.242693,379155,8769,260901.5015,3888641.45,-119.623498,35.112258,f,28.94,97,intact,190,27,c(807750.748596445, 3890711.4883633)
620,537,33399,0,NA,2017,above,shrub,303.6900024,2.5805399,710,0.0001449,0.0238614,0.238563,379138,5749,260901.5015,3888661.45,-119.623504,35.112438,m,30,92,tail whole,NA,NA,c(807749.523697762, 3890731.44329889)
200,9031,34727,0,NA,2018,below,shrub,225,2.0248699,711,0.0005125,0.0101368,0.243592,381154,5241,260901.5015,3888741.45,-119.623527,35.113159,m,32.86,103,intact,213,10,c(807744.7115109, 3890811.37710282)
22,999,35059,0,NA,2018,above,shrub,225,2.0248699,711,0.0006839,0.0014234,0.247241,381110,8112,260901.5015,3888761.45,-119.623533,35.113339,f,28.94,97,intact,190,27,c(807743.48660889, 3890831.3320401)
4,8576,60625,0,NA,2018,below,shrub,225,1.51893,745,0,0.0127298,0.227116,382077,1457,260941.5015,3890301.45,-119.623539,35.12722,f,30.43,105,intact tipped,193,14,c(807690.658989579, 3892371.60461198)
12,5121,48340,0,NA,2018,below,shrub,251.5650024,1.13226,726,1.83E-05,0.0421637,0.235063,381174,765,260921.5015,3889561.45,-119.623545,35.12055,m,22.65,93,intact,196,15,c(807715.235694267, 3891631.45594693)
k,51211,48340,0,NA,2016,below,open,251.5650024,1.13226,726,1.83E-05,0.0421637,0.235063,381174,765,260921.5015,3889561.45,-119.623545,35.12055,m,29,104,NA,NA,NA,c(807715.235694267, 3891631.45594693)
i,311,36055,1,941,2016,above,open,45,1.51893,711,0.0053176,0.0334051,0.247359,379663,7938,260901.5015,3888821.45,-119.62355,35.113879,f,23.5,93,NA,NA,NA,c(807739.903078097, 3890891.19994826)
12B,5345,49004,0,NA,2018,below,shrub,315,0.506415,726,5.00E-06,0.0053065,0.22387,380740,9393,260921.5015,3889601.45,-119.623556,35.12091,m,28.76,94,intact,183,16,c(807712.876917498, 3891671.36894476)
39,53451,49004,0,NA,2018,below,open,315,0.506415,726,5.00E-06,0.0053065,0.22387,380740,9393,260921.5015,3889601.45,-119.623556,35.12091,f,32.24,102,dropped,196,28,c(807712.876917498, 3891671.36894476)
i,390,36387,1,129,2016,below,open,33.6901016,2.5805399,710,0.007352,0.0409702,0.241131,378547,7090,260901.5015,3888841.45,-119.623556,35.11406,f,23.5,93,NA,NA,NA,c(807738.674407659, 3890911.2658508)
i,387,36387,1,97,2016,below,open,33.6901016,2.5805399,710,0.007352,0.0409702,0.241131,378547,7090,260901.5015,3888841.45,-119.623556,35.11406,f,23.5,93,NA,NA,NA,c(807738.674407659, 3890911.2658508)
i,389,36387,1,125,2016,below,open,33.6901016,2.5805399,710,0.007352,0.0409702,0.241131,378547,7090,260901.5015,3888841.45,-119.623556,35.11406,f,23.5,93,NA,NA,NA,c(807738.674407659, 3890911.2658508)
i,388,36387,1,124,2016,below,open,33.6901016,2.5805399,710,0.007352,0.0409702,0.241131,378547,7090,260901.5015,3888841.45,-119.623556,35.11406,f,23.5,93,NA,NA,NA,c(807738.674407659, 3890911.2658508)
i,3911,36387,1,937,2016,above,open,33.6901016,2.5805399,710,0.007352,0.0409702,0.241131,378547,7090,260901.5015,3888841.45,-119.623556,35.11406,f,23.5,93,NA,NA,NA,c(807738.674407659, 3890911.2658508)
7,8682,61621,0,NA,2018,below,shrub,284.0360107,2.95035,745,0,0.0089371,0.218196,380588,9783,260941.5015,3890361.45,-119.623557,35.127761,NA,NA,NA,NA,NA,NA,c(807686.980092522, 3892431.58046998)
540,8709,61953,0,NA,2017,below,shrub,293.1990051,2.7251401,744,0,0.0126877,0.206375,380169,6358,260941.5015,3890381.45,-119.623562,35.127941,NA,NA,NA,NA,NA,NA,c(807685.846211159, 3892451.53853012)
i,4281,36719,1,94,2016,below,open,30.9638004,2.0871301,709,0.0087382,0.0743875,0.22289,378798,748,260901.5015,3888861.45,-119.623562,35.11424,f,23.5,93,NA,NA,NA,c(807737.449502322, 3890931.22078977)
i,445,36719,1,114,2016,below,open,30.9638004,2.0871301,709,0.0087382,0.0743875,0.22289,378798,748,260901.5015,3888861.45,-119.623562,35.11424,f,23.5,93,NA,NA,NA,c(807737.449502322, 3890931.22078977)
i,442,36719,1,111,2016,below,open,30.9638004,2.0871301,709,0.0087382,0.0743875,0.22289,378798,748,260901.5015,3888861.45,-119.623562,35.11424,f,23.5,93,NA,NA,NA,c(807737.449502322, 3890931.22078977)
i,453,36719,1,940,2016,above,shrub,30.9638004,2.0871301,709,0.0087382,0.0743875,0.22289,378798,748,260901.5015,3888861.45,-119.623562,35.11424,f,23.5,93,NA,NA,NA,c(807737.449502322, 3890931.22078977)
i,4361,36719,1,105,2016,below,open,30.9638004,2.0871301,709,0.0087382,0.0743875,0.22289,378798,748,260901.5015,3888861.45,-119.623562,35.11424,f,23.5,93,NA,NA,NA,c(807737.449502322, 3890931.22078977)
i,440,36719,1,109,2016,below,open,30.9638004,2.0871301,709,0.0087382,0.0743875,0.22289,378798,748,260901.5015,3888861.45,-119.623562,35.11424,f,23.5,93,NA,NA,NA,c(807737.449502322, 3890931.22078977)
i,443,36719,1,112,2016,below,open,30.9638004,2.0871301,709,0.0087382,0.0743875,0.22289,378798,748,260901.5015,3888861.45,-119.623562,35.11424,f,23.5,93,NA,NA,NA,c(807737.449502322, 3890931.22078977)
