lizard,rep,uniID,status,relocation,year,ground,mesohabitat,Aspect.x,Slope.x,Elev.x,KDF.x,Shrub_Cov.x,NDVI.x,Solar.x,FID,x_utm,y_utm,long,lat,gender,mass,SVL_mm,tail,tail_mm,ID_heather,geometry,
23,8769,62952,0,NA,2018,below,shrub,296.5650024,1.60105,747,0,0.0007885,0.203888,380343,9066,261001.5015,3890441.45,-119.622922,35.128496,f,14.2,108,intact,191,21,c(807742.099573384, 3892515.10448891)
100,6047,50999,0,NA,2018,below,shrub,300.9639893,2.0871301,729,0,0.0422564,0.231542,380211,7122,260981.5015,3889721.45,-119.622933,35.122005,f,NA,98,tipped regen,173,1,c(807765.551518702, 3891794.80264459)
ac,1943,38382,0,NA,2016,above,shrub,281.3099976,1.82533,714,0.003571,0.0177464,0.236975,380243,8207,260961.5015,3888961.45,-119.622933,35.115155,f,25,96,NA,NA,NA,c(807791.354489823, 3891034.6992952)
22,2042,38714,0,NA,2018,above,shrub,315,3.5404799,714,0.0032825,0.0071092,0.23858,378476,3148,260961.5015,3888981.45,-119.622938,35.115335,f,28.94,97,intact,190,27,c(807790.220625073, 3891054.6573321)
j,6162,51331,0,NA,2016,below,shrub,303.6900024,2.5805399,728,0,0.0757844,0.236369,379641,5579,260981.5015,3889741.45,-119.622939,35.122186,f,23,92,NA,NA,NA,c(807764.322639642, 3891814.86856379)
740,9012,39046,1,1239,2017,below,shrub,306.8699951,3.5763299,712,0.0028655,0.02081,0.237911,378405,1929,260961.5015,3889001.45,-119.622944,35.115515,NA,NA,NA,NA,NA,NA,c(807788.99558213, 3891074.61227443)
w,901,39046,0,1239,2016,below,shrub,306.8699951,3.5763299,712,0.0028655,0.02081,0.237911,378405,1929,260961.5015,3889001.45,-119.622944,35.115515,m,48,109,NA,NA,NA,c(807788.99558213, 3891074.61227443)
740,10082,39378,1,1202,2017,below,open,255.9640045,2.95035,712,0.0022669,0.0590737,0.235712,380335,665,260961.5015,3889021.45,-119.62295,35.115695,NA,NA,NA,NA,NA,NA,c(807787.770538565, 3891094.5672171)
980,1008,39378,0,1202,2017,below,open,255.9640045,2.95035,712,0.0022669,0.0590737,0.235712,380335,665,260961.5015,3889021.45,-119.62295,35.115695,m,37,100,"tail tipped, mites",NA,NA,c(807787.770538565, 3891094.5672171)
l,6500,52327,0,NA,2016,below,shrub,190.0079956,6.1579199,731,0,0.0001439,0.211369,382557,5127,260981.5015,3889801.45,-119.622956,35.122726,uk,NA,NA,NA,NA,NA,c(807760.738469356, 3891874.73652648)
13,2321,39710,0,NA,2018,above,shrub,225,4.0446901,713,0.0017494,0.0189256,0.231197,381259,6921,260961.5015,3889041.45,-119.622956,35.115875,m,36.69,113,intact,205,24,c(807786.545494376, 3891114.5221601)
99,6609,52659,0,NA,2018,below,shrub,200.2250061,7.2126002,733,0,0.0009842,0.197258,382379,1743,260981.5015,3889821.45,-119.622962,35.122906,f,22.79,92,intact,178,3,c(807759.513354782, 3891894.69148299)
a,1321,40374,1,967,2016,above,shrub,291.8009949,3.8510301,714,0.001483,0.0352636,0.233898,378906,8042,260961.5015,3889081.45,-119.622967,35.116236,m,24.5,95,NA,NA,NA,c(807784.182813887, 3891154.546106)
16,6717,52991,0,NA,2018,below,shrub,206.5650024,9.5201998,736,0,0.0001432,0.178165,381586,7814,260981.5015,3889841.45,-119.622968,35.123086,f,27.52,103,intact,202,22,c(807758.288239587, 3891914.64643985)
640,2611,40706,0,NA,2017,above,shrub,288.4349976,3.39325,713,0.0017081,0.0170586,0.225747,379197,3124,260961.5015,3889101.45,-119.622973,35.116416,f,32,98,"tail tipped possibly, two eggs",NA,NA,c(807782.957767617, 3891174.50105002)
n,26111,40706,0,NA,2016,below,open,288.4349976,3.39325,713,0.0017081,0.0170586,0.225747,379197,3124,260961.5015,3889101.45,-119.622973,35.116416,f,29,97,NA,NA,NA,c(807782.957767617, 3891174.50105002)
26,6928,53655,0,NA,2018,below,shrub,233.1300049,7.12502,742,0,0.000407,0.133845,381488,2298,260981.5015,3889881.45,-119.622979,35.123447,m,37.34,105,intact,210,26,c(807755.92540835, 3891954.6704138)
620,69281,53655,0,NA,2017,below,open,233.1300049,7.12502,742,0,0.000407,0.133845,381488,2298,260981.5015,3889881.45,-119.622979,35.123447,m,30,92,tail whole,NA,NA,c(807755.92540835, 3891954.6704138)
a,1501,41038,1,160,2016,above,open,261.8699951,2.5304899,713,0.0021091,0.131971,0.220714,380353,2779,260961.5015,3889121.45,-119.622979,35.116596,m,24.5,95,NA,NA,NA,c(807781.732720724, 3891194.45599438)
a,15031,41038,1,966,2016,above,shrub,261.8699951,2.5304899,713,0.0021091,0.131971,0.220714,380353,2779,260961.5015,3889121.45,-119.622979,35.116596,m,24.5,95,NA,NA,NA,c(807781.732720724, 3891194.45599438)
a,1502,41038,1,960,2016,above,open,261.8699951,2.5304899,713,0.0021091,0.131971,0.220714,380353,2779,260961.5015,3889121.45,-119.622979,35.116596,m,24.5,95,NA,NA,NA,c(807781.732720724, 3891194.45599438)
d,3216,42698,0,NA,2016,above,shrub,116.5650024,3.1996,716,0.0026967,0.0090682,0.227394,380700,4090,260961.5015,3889221.45,-119.623008,35.117497,m,24,89,NA,NA,NA,c(807775.694885188, 3891294.34478013)
o,32161,42698,0,NA,2016,below,open,116.5650024,3.1996,716,0.0026967,0.0090682,0.227394,380700,4090,260961.5015,3889221.45,-119.623008,35.117497,m,39.5,106,NA,NA,NA,c(807775.694885188, 3891294.34478013)
800,7513,55647,0,NA,2017,below,shrub,282.9949951,4.7666001,746,0,0.0022059,0.182132,379955,3686,260981.5015,3890001.45,-119.623014,35.124528,m,42,99,"tail whole, scar behind left eye",NA,NA,c(807748.662095116, 3892074.51422531)
460,21293,43030,1,1465,2017,above,open,126.8700027,3.5763299,716,0.0021157,0.0260756,0.222845,380892,2820,260961.5015,3889241.45,-119.623014,35.117677,m,37,94,"tail whole, scratches on back",NA,NA,c(807774.469834345, 3891314.29972651)
64,2129,43030,0,1465,2018,above,open,126.8700027,3.5763299,716,0.0021157,0.0260756,0.222845,380892,2820,260961.5015,3889241.45,-119.623014,35.117677,m,32.48,104,intact,190,8,c(807774.469834345, 3891314.29972651)
w,21292,43030,0,1465,2016,above,open,126.8700027,3.5763299,716,0.0021157,0.0260756,0.222845,380892,2820,260961.5015,3889241.45,-119.623014,35.117677,m,48,109,NA,NA,NA,c(807774.469834345, 3891314.29972651)
460,22181,43362,1,1286,2017,below,open,125.538002,3.0775199,717,0.0014228,0.0280432,0.219766,380964,3038,260961.5015,3889261.45,-119.623019,35.117857,m,37,94,"tail whole, scratches on back",NA,NA,c(807773.335957421, 3891334.25776817)
841,2218,43362,0,1286,2017,below,open,125.538002,3.0775199,717,0.0014228,0.0280432,0.219766,380964,3038,260961.5015,3889261.45,-119.623019,35.117857,f,42,109,"tail tipped, one egg",NA,NA,c(807773.335957421, 3891334.25776817)
640,7607,55979,0,NA,2017,below,shrub,295.0169983,5.90657,745,0,0.0089002,0.203049,378307,9098,260981.5015,3890021.45,-119.62302,35.124708,f,32,98,"tail tipped possibly, two eggs",NA,NA,c(807747.436973895, 3892094.46918521)
r,21000,31077,1,954,2016,above,open,216.8699951,3.5763299,708,0.0032351,0.0091297,0.247642,381311,7295,260941.5015,3888521.45,-119.623025,35.111187,f,25,89,NA,NA,NA,c(807797.910618991, 3890594.10971578)
w,2,31077,0,954,2016,above,open,216.8699951,3.5763299,708,0.0032351,0.0091297,0.247642,381311,7295,260941.5015,3888521.45,-119.623025,35.111187,m,48,109,NA,NA,NA,c(807797.910618991, 3890594.10971578)
z,21,31077,0,954,2016,above,open,216.8699951,3.5763299,708,0.0032351,0.0091297,0.247642,381311,7295,260941.5015,3888521.45,-119.623025,35.111187,f,24,102,NA,NA,NA,c(807797.910618991, 3890594.10971578)
n,11,31409,0,162,2016,below,open,225,3.5404799,709,0.0036167,0.0014836,0.250619,381179,912,260941.5015,3888541.45,-119.623031,35.111367,f,29,97,NA,NA,NA,c(807796.685635839, 3890614.06465)
r,11100,31409,1,162,2016,below,open,225,3.5404799,709,0.0036167,0.0014836,0.250619,381179,912,260941.5015,3888541.45,-119.623031,35.111367,f,25,89,NA,NA,NA,c(807796.685635839, 3890614.06465)
r,13,31409,1,165,2016,above,open,225,3.5404799,709,0.0036167,0.0014836,0.250619,381179,912,260941.5015,3888541.45,-119.623031,35.111367,f,25,89,NA,NA,NA,c(807796.685635839, 3890614.06465)
r,12,31409,1,163,2016,above,open,225,3.5404799,709,0.0036167,0.0014836,0.250619,381179,912,260941.5015,3888541.45,-119.623031,35.111367,f,25,89,NA,NA,NA,c(807796.685635839, 3890614.06465)
39,7877,56975,0,NA,2018,below,shrub,317.8619995,10.0373001,740,0,0.0278023,0.239837,371772,7803,260981.5015,3890081.45,-119.623037,35.125248,f,32.24,102,dropped,196,28,c(807743.852772767, 3892154.33716212)
12B,4096,45354,0,NA,2018,above,shrub,198.4349976,4.5202298,723,2.24E-05,0.0010922,0.220005,382292,5238,260961.5015,3889381.45,-119.623054,35.118938,m,28.76,94,intact,183,16,c(807766.07304091, 3891454.10151452)
480,539,33401,0,NA,2017,above,shrub,0,0.71616,711,0.0004286,0.0138784,0.239097,379931,6114,260941.5015,3888661.45,-119.623065,35.112448,m,23,89,tail whole,NA,NA,c(807789.514318885, 3890733.91141573)
941,8258,58635,0,NA,2017,below,shrub,233.1300049,3.5763299,739,0,0.0023644,0.21272,381812,5090,260981.5015,3890181.45,-119.623066,35.126149,m,44,106,tail tipped,NA,NA,c(807737.814544827, 3892254.22603101)
12B,4342,46018,0,NA,2018,above,shrub,206.5650024,3.1996,725,3.70E-06,0.023008,0.225997,382113,4684,260961.5015,3889421.45,-119.623066,35.119298,m,28.76,94,intact,183,16,c(807763.622927809, 3891494.01141303)
i,62610,33733,0,NA,2016,below,open,251.5650024,1.13226,711,0.0006582,0.038876,0.238476,380628,7055,260941.5015,3888681.45,-119.623071,35.112628,f,23.5,93,NA,NA,NA,c(807788.289330955, 3890753.86635232)
56,716,34065,0,NA,2018,above,shrub,258.6900024,1.82533,711,0.0009226,0.0611184,0.240123,380521,5476,260941.5015,3888701.45,-119.623077,35.112808,m,33.73,100,intact,210,9,c(807787.064342402, 3890773.82128925)
960,7163,34065,0,NA,2017,below,shrub,258.6900024,1.82533,711,0.0009226,0.0611184,0.240123,380521,5476,260941.5015,3888701.45,-119.623077,35.112808,m,46.5,110,tail tipped,NA,NA,c(807787.064342402, 3890773.82128925)
620,4688,47014,0,NA,2017,above,shrub,270,1.4321001,726,0.0001186,0.0140623,0.228477,380912,9695,260961.5015,3889481.45,-119.623083,35.119839,m,30,92,tail whole,NA,NA,c(807760.035159002, 3891553.99032228)
ac,112,34397,1,157,2016,below,shrub,246.8009949,2.7251401,711,0.0013196,0.0366863,0.24077,380644,8415,260941.5015,3888721.45,-119.623083,35.112988,f,25,96,NA,NA,NA,c(807785.839353225, 3890793.77622652)
ac,113,34397,1,158,2016,below,open,246.8009949,2.7251401,711,0.0013196,0.0366863,0.24077,380644,8415,260941.5015,3888721.45,-119.623083,35.112988,f,25,96,NA,NA,NA,c(807785.839353225, 3890793.77622652)
ac,114,34397,1,953,2016,above,open,246.8009949,2.7251401,711,0.0013196,0.0366863,0.24077,380644,8415,260941.5015,3888721.45,-119.623083,35.112988,f,25,96,NA,NA,NA,c(807785.839353225, 3890793.77622652)
740,4792,47346,0,NA,2017,above,shrub,270,1.4321001,726,0.0001497,0.0120545,0.230552,380903,8978,260961.5015,3889501.45,-119.623089,35.120019,NA,NA,NA,NA,NA,NA,c(807758.810099437, 3891573.94527306)
ac,128,35061,1,955,2016,above,open,258.6900024,1.82533,712,0.0028345,0.0070844,0.240915,380587,2039,260941.5015,3888761.45,-119.623094,35.113348,f,25,96,NA,NA,NA,c(807783.480552585, 3890833.68919676)
n,8535,60295,0,NA,2016,below,shrub,147.529007,4.65874,743,0,0,0.229033,382279,2773,260981.5015,3890281.45,-119.623095,35.12705,f,29,97,NA,NA,NA,c(807731.776299214, 3892354.11490836)
800,8653,61291,0,NA,2017,below,shrub,153.4349976,3.1996,746,0,0.0087427,0.226512,382574,2586,260981.5015,3890341.45,-119.623112,35.12759,m,42,99,"tail whole, scar behind left eye",NA,NA,c(807728.192069325, 3892413.98289848)
13,5238,48674,0,NA,2018,below,shrub,281.3099976,1.82533,728,3.35E-05,0.0102722,0.236639,380725,4789,260961.5015,3889581.45,-119.623112,35.12074,m,36.69,113,intact,205,24,c(807753.997259404, 3891653.87913851)
130,52381,48674,0,NA,2018,below,open,281.3099976,1.82533,728,3.35E-05,0.0102722,0.236639,380725,4789,260961.5015,3889581.45,-119.623112,35.12074,m,24.83,101,intact,210,30,c(807753.997259404, 3891653.87913851)
ac,312,36057,1,950,2016,above,shrub,329.0360107,2.0871301,711,0.0072211,0.0531143,0.227583,379147,5360,260941.5015,3888821.45,-119.623112,35.113889,f,25,96,NA,NA,NA,c(807779.801810754, 3890893.66497654)
u,313,36057,1,956,2016,above,open,329.0360107,2.0871301,711,0.0072211,0.0531143,0.227583,379147,5360,260941.5015,3888821.45,-119.623112,35.113889,m,26,82,NA,NA,NA,c(807779.801810754, 3890893.66497654)
u,392,36389,1,159,2016,above,shrub,341.5650024,2.2636399,710,0.0085506,0.034324,0.222917,378744,4094,260941.5015,3888841.45,-119.623117,35.114069,m,26,82,NA,NA,NA,c(807778.667996404, 3890913.62301053)
480,461,36721,1,1201,2017,below,shrub,270,1.4321001,709,0.0091817,0.0654592,0.227655,379987,8427,260941.5015,3888861.45,-119.623123,35.114249,m,23,89,tail whole,NA,NA,c(807777.443002451, 3890933.57795016)
480,462,36721,1,1661,2017,above,open,270,1.4321001,709,0.0091817,0.0654592,0.227655,379987,8427,260941.5015,3888861.45,-119.623123,35.114249,m,23,89,tail whole,NA,NA,c(807777.443002451, 3890933.57795016)
u,459,36721,1,951,2016,above,open,270,1.4321001,709,0.0091817,0.0654592,0.227655,379987,8427,260941.5015,3888861.45,-119.623123,35.114249,m,26,82,NA,NA,NA,c(807777.443002451, 3890933.57795016)
u,4601,36721,1,952,2016,above,open,270,1.4321001,709,0.0091817,0.0654592,0.227655,379987,8427,260941.5015,3888861.45,-119.623123,35.114249,m,26,82,NA,NA,NA,c(807777.443002451, 3890933.57795016)
480,5131,37053,1,1220,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,521,37053,1,1575,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,516,37053,1,1451,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,518,37053,1,1515,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,5191,37053,1,1542,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,523,37053,1,1628,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,522,37053,1,1618,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,515,37053,1,1317,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,5142,37053,1,1302,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,5241,37053,1,1647,2017,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,5171,37053,1,1479,2017,above,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
480,5201,37053,1,1571,2017,above,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,23,89,tail whole,NA,NA,c(807776.218007875, 3890953.53289013)
c,513,37053,0,1220,2016,below,open,225,3.5404799,710,0.0089088,0.0582521,0.237028,381077,6781,260941.5015,3888881.45,-119.623129,35.114429,m,42.5,107,NA,NA,NA,c(807776.218007875, 3890953.53289013)
480,553,37385,1,1694,2017,above,open,225,4.0446901,711,0.0082268,0.0157512,0.245921,381225,5216,260941.5015,3888901.45,-119.623135,35.11461,m,23,89,tail whole,NA,NA,c(807774.989246415, 3890973.59879438)
480,6071,37717,1,1817,2017,below,open,232.125,4.0760598,712,0.0073245,0.0009347,0.248738,381083,2580,260941.5015,3888921.45,-119.62314,35.11479,m,23,89,tail whole,NA,NA,c(807773.855428553, 3890993.55682973)
480,6083,37717,1,1831,2017,below,shrub,232.125,4.0760598,712,0.0073245,0.0009347,0.248738,381083,2580,260941.5015,3888921.45,-119.62314,35.11479,m,23,89,tail whole,NA,NA,c(807773.855428553, 3890993.55682973)
480,606,37717,1,1774,2017,below,open,232.125,4.0760598,712,0.0073245,0.0009347,0.248738,381083,2580,260941.5015,3888921.45,-119.62314,35.11479,m,23,89,tail whole,NA,NA,c(807773.855428553, 3890993.55682973)
13,7253,38381,1,2780,2018,above,shrub,281.3099976,3.64697,713,0.0055396,0.0227303,0.240437,379474,740,260941.5015,3888961.45,-119.623152,35.11515,m,36.69,113,intact,205,24,c(807771.405434615, 3891033.46671203)
39,725,38381,0,2780,2018,above,shrub,281.3099976,3.64697,713,0.0055396,0.0227303,0.240437,379474,740,260941.5015,3888961.45,-119.623152,35.11515,f,32.24,102,dropped,196,28,c(807771.405434615, 3891033.46671203)
740,806,38713,1,1806,2017,above,open,307.875,4.0760598,712,0.0050243,0.0151264,0.238396,378062,8073,260941.5015,3888981.45,-119.623158,35.11533,NA,NA,NA,NA,NA,NA,c(807770.180436712, 3891053.42165369)
f,6275,51662,0,NA,2016,below,shrub,225,2.0248699,727,0,0.0070397,0.240049,381343,5465,260961.5015,3889761.45,-119.623164,35.122361,m,35.5,95,NA,NA,NA,c(807743.150243028, 3891833.59087683)
30,899,39045,0,1219,2018,below,open,305.5379944,3.0775199,711,0.0044012,0.0205092,0.239085,378781,6627,260941.5015,3889001.45,-119.623164,35.11551,m,33.79,103,intact,212,7,c(807768.955438185, 3891073.37659569)
740,8991,39045,1,1219,2017,below,open,305.5379944,3.0775199,711,0.0044012,0.0205092,0.239085,378781,6627,260941.5015,3889001.45,-119.623164,35.11551,NA,NA,NA,NA,NA,NA,c(807768.955438185, 3891073.37659569)
740,900,39045,1,1375,2017,below,open,305.5379944,3.0775199,711,0.0044012,0.0205092,0.239085,378781,6627,260941.5015,3889001.45,-119.623164,35.11551,NA,NA,NA,NA,NA,NA,c(807768.955438185, 3891073.37659569)
1337,6499,52326,0,NA,2018,below,shrub,198.4349976,5.6437101,731,0,0.0056165,0.229497,382520,7176,260961.5015,3889801.45,-119.623175,35.122721,m,41.79,107,intact,202,29,c(807740.791273688, 3891873.50388316)
a,1085,39709,1,156,2016,below,shrub,248.9620056,4.9751902,711,0.0023694,0.0449075,0.2311,380096,8092,260941.5015,3889041.45,-119.623175,35.115871,m,24.5,95,NA,NA,NA,c(807766.592849692, 3891113.40053936)
4,25111,40373,0,NA,2018,below,open,273.8139954,5.36764,712,0.0013607,0.0137327,0.226983,378743,7759,260941.5015,3889081.45,-119.623187,35.116231,f,30.43,105,intact tipped,193,14,c(807764.142847855, 3891153.31042572)
12B,1500,41037,0,949,2018,above,open,246.8009949,2.7251401,712,0.0022038,0.106375,0.219933,380665,4009,260941.5015,3889121.45,-119.623198,35.116591,m,28.76,94,intact,183,16,c(807761.784019476, 3891193.22340815)
a,15001,41037,1,949,2016,above,open,246.8009949,2.7251401,712,0.0022038,0.106375,0.219933,380665,4009,260941.5015,3889121.45,-119.623198,35.116591,m,24.5,95,NA,NA,NA,c(807761.784019476, 3891193.22340815)
39,7231,54650,0,NA,2018,below,shrub,239.9309998,7.8130798,741,0,0.0147218,0.135822,380618,3071,260961.5015,3889941.45,-119.623216,35.123982,f,32.24,102,dropped,196,28,c(807732.303168794, 3892013.30264257)
980,72311,54650,0,NA,2017,below,open,239.9309998,7.8130798,741,0,0.0147218,0.135822,380618,3071,260961.5015,3889941.45,-119.623216,35.123982,m,37,100,"tail tipped, mites",NA,NA,c(807732.303168794, 3892013.30264257)
a,17721,42033,1,153,2016,below,open,161.5650024,3.39325,715,0.0031112,0.0201617,0.220492,381742,3335,260941.5015,3889181.45,-119.623216,35.117132,m,24.5,95,NA,NA,NA,c(807758.105241302, 3891253.19920622)
a,1773,42033,1,154,2016,below,open,161.5650024,3.39325,715,0.0031112,0.0201617,0.220492,381742,3335,260941.5015,3889181.45,-119.623216,35.117132,m,24.5,95,NA,NA,NA,c(807758.105241302, 3891253.19920622)
a,17741,42033,1,155,2016,below,open,161.5650024,3.39325,715,0.0031112,0.0201617,0.220492,381742,3335,260941.5015,3889181.45,-119.623216,35.117132,m,24.5,95,NA,NA,NA,c(807758.105241302, 3891253.19920622)
a,1771,42033,1,152,2016,below,open,161.5650024,3.39325,715,0.0031112,0.0201617,0.220492,381742,3335,260941.5015,3889181.45,-119.623216,35.117132,m,24.5,95,NA,NA,NA,c(807758.105241302, 3891253.19920622)
25,7419,55314,0,NA,2018,below,shrub,262.5690002,8.2485704,744,0,0.0020123,0.161375,378845,4019,260961.5015,3889981.45,-119.623227,35.124343,m,35.5,105,intact,195,20,c(807729.940418542, 3892053.32661905)
176,3215,42697,0,NA,2018,above,shrub,135,2.0248699,716,0.0023516,0.0015882,0.22382,381029,1867,260941.5015,3889221.45,-119.623227,35.117492,NA,NA,NA,NA,NA,NA,c(807755.746405264, 3891293.11219204)
640,7606,55978,0,NA,2017,below,shrub,289.5369873,11.6173,743,0,0.0009841,0.216091,372453,6078,260961.5015,3890021.45,-119.623239,35.124703,f,32,98,"tail tipped possibly, two eggs",NA,NA,c(807727.490265171, 3892093.23653784)
93,76061,55978,0,NA,2018,below,open,289.5369873,11.6173,743,0,0.0009841,0.216091,372453,6078,260961.5015,3890021.45,-119.623239,35.124703,m,38.95,112,regen,165,19,c(807727.490265171, 3892093.23653784)
31,3848,44689,0,NA,2018,above,shrub,206.5650024,3.1996,719,0.0001009,0.0011503,0.232153,381851,5738,260941.5015,3889341.45,-119.623262,35.118573,m,32.73,101,regen,82,5,c(807748.483763411, 3891412.95593213)
980,8041,57638,0,NA,2017,below,shrub,259.9920044,6.1579199,734,0,0.0149467,0.20956,379484,9572,260961.5015,3890121.45,-119.623268,35.125604,m,37,100,"tail tipped, mites",NA,NA,c(807721.452269577, 3892193.12539979)
25,386,32736,0,NA,2018,above,shrub,198.4349976,1.13226,712,0.0003406,0.0380765,0.253827,381133,7701,260921.5015,3888621.45,-119.623273,35.112083,m,35.5,105,intact,195,20,c(807771.923303653, 3890692.76591637)
r,3861,32736,0,NA,2016,above,shrub,198.4349976,1.13226,712,0.0003406,0.0380765,0.253827,381133,7701,260921.5015,3888621.45,-119.623273,35.112083,f,25,89,NA,NA,NA,c(807771.923303653, 3890692.76591637)
130,8189,58302,0,NA,2018,below,shrub,225,5.5532498,737,0,0.006192,0.208606,381770,2084,260961.5015,3890161.45,-119.623279,35.125964,m,24.83,101,intact,210,30,c(807719.093272532, 3892233.03841832)
176,4341,46017,0,NA,2018,above,shrub,217.875,4.0760598,724,1.10E-05,0.0007732,0.227625,381922,7774,260941.5015,3889421.45,-119.623285,35.119294,NA,NA,NA,NA,NA,NA,c(807743.671123772, 3891492.88978521)
16,538,33400,0,NA,2018,above,shrub,315,2.0248699,711,0.0002939,0.0002008,0.243607,379398,458,260921.5015,3888661.45,-119.623285,35.112443,f,27.52,103,intact,202,22,c(807769.473418488, 3890732.67578787)
35,8381,59298,0,NA,2018,below,shrub,149.0359955,2.0871301,741,0,0.0022003,0.224956,382044,6470,260961.5015,3890221.45,-119.623297,35.126505,NA,NA,NA,NA,NA,NA,c(807715.414256315, 3892293.01427021)
30,8487,59962,0,NA,2018,below,shrub,141.3399963,4.5761399,742,0,0.0044373,0.229903,382003,6551,260961.5015,3890261.45,-119.623308,35.126865,m,33.79,103,intact,212,7,c(807713.055251619, 3892332.92729213)
56,904,34728,0,NA,2018,above,shrub,225,2.0248699,711,0.0010024,0.0006332,0.24112,381096,9609,260921.5015,3888741.45,-119.623308,35.113164,m,33.73,100,intact,210,9,c(807764.661054537, 3890812.60959333)
16,10001,35060,0,NA,2018,below,shrub,225,1.51893,712,0.0014339,9.46E-05,0.247362,381072,1014,260921.5015,3888761.45,-119.623313,35.113344,f,27.52,103,intact,202,22,c(807763.527287896, 3890832.56762544)
381,8534,60294,0,NA,2017,below,shrub,149.0359955,4.1687398,744,0,0.0003188,0.230354,382514,2394,260961.5015,3890281.45,-119.623314,35.127045,f,32.5,96,tail whole,NA,NA,c(807711.830165912, 3892352.88225609)
19,1092,35392,0,NA,2018,above,shrub,341.5650024,1.13226,712,0.0024856,0.0307668,0.253482,379851,2957,260921.5015,3888781.45,-119.623319,35.113524,m,36.65,105,tipped,207,13,c(807762.302340849, 3890852.52256339)
9,8616,60958,0,NA,2018,below,shrub,153.4349976,1.60105,745,0,0.0153048,0.225081,382161,129,260961.5015,3890321.45,-119.623326,35.127405,f,26.85,94,intact,196,2,c(807709.379992631, 3892392.79218501)
22,5346,49005,0,NA,2018,below,shrub,315,2.0248699,726,0,0.0029503,0.225984,379801,5968,260941.5015,3889601.45,-119.623337,35.120915,f,28.94,97,intact,190,27,c(807732.824557469, 3891672.60149577)
i,457,36720,1,946,2016,above,shrub,341.5650024,1.13226,709,0.0094295,0.0312207,0.220754,379467,9790,260921.5015,3888861.45,-119.623342,35.114245,f,23.5,93,NA,NA,NA,c(807757.489959016, 3890932.45637698)
i,4584,36720,1,947,2016,above,shrub,341.5650024,1.13226,709,0.0094295,0.0312207,0.220754,379467,9790,260921.5015,3888861.45,-119.623342,35.114245,f,23.5,93,NA,NA,NA,c(807757.489959016, 3890932.45637698)
u,456,36720,1,139,2016,above,shrub,341.5650024,1.13226,709,0.0094295,0.0312207,0.220754,379467,9790,260921.5015,3888861.45,-119.623342,35.114245,m,26,82,NA,NA,NA,c(807757.489959016, 3890932.45637698)
u,455,36720,1,135,2016,above,shrub,341.5650024,1.13226,709,0.0094295,0.0312207,0.220754,379467,9790,260921.5015,3888861.45,-119.623342,35.114245,m,26,82,NA,NA,NA,c(807757.489959016, 3890932.45637698)
m,5461,49337,0,NA,2016,below,shrub,0,0.71616,726,0,0.0467509,0.218959,380433,3798,260941.5015,3889621.45,-119.623343,35.121095,m,NA,103,NA,NA,NA,c(807731.599538177, 3891692.55644824)
40,5580,49669,0,NA,2018,below,shrub,135,1.01275,726,0,0.0708068,0.214785,381190,4032,260941.5015,3889641.45,-119.623348,35.121275,f,27.54,95,intact,192,17,c(807730.465688969, 3891712.51449582)
